x,test,training
87,0.9107142857142857,1.0
174,0.8169014084507042,0.9901960784313726
261,0.9016393442622951,0.9617834394904459
348,0.921875,0.9796954314720813
436,0.9491525423728814,0.9795918367346939
523,0.9344262295081968,0.9898648648648649
610,0.9310344827586207,0.9912536443148688
697,0.9661016949152542,0.9821428571428571
784,0.9473684210526315,0.993103448275862
872,1.0,0.9836734693877551
