x,test,training
87,0.8623853211009175,1.0
174,0.8532110091743119,0.9942528735632183
261,0.8899082568807339,0.9731800766283525
348,0.9357798165137615,0.9827586206896551
436,0.926605504587156,0.9793577981651376
523,0.926605504587156,0.9866156787762906
610,0.8990825688073395,0.9868852459016394
697,0.944954128440367,0.9813486370157819
784,0.908256880733945,0.9872448979591837
872,0.9541284403669725,0.9839449541284404
