x,test,training
87,0.8514851485148515,1.0
174,0.8139534883720931,0.993103448275862
261,0.875,0.9671361502347419
348,0.924731182795699,0.9802631578947368
436,0.9183673469387755,0.9765013054830288
523,0.9166666666666666,0.9845474613686535
610,0.888888888888889,0.9849624060150376
697,0.9387755102040817,0.9787234042553192
784,0.9,0.9855907780979828
872,0.9504950495049505,0.9817232375979111
