x,test,training
87,0.8360655737704918,1.0
174,0.9508196721311475,1.0
261,0.9016393442622951,0.993421052631579
348,0.9672131147540983,0.9897435897435898
436,0.9180327868852459,0.9836065573770492
523,0.9344262295081968,0.9865319865319865
610,0.8852459016393442,0.9855072463768116
697,0.9344262295081968,0.9846547314578005
784,0.8852459016393442,0.9840546697038725
872,0.9180327868852459,0.9877049180327869
