x,test,training
87,0.8113207547169812,1.0
174,0.9210526315789473,1.0
261,0.875,0.9903846153846154
348,0.9555555555555556,0.9867549668874173
436,0.9,0.9790575916230366
523,0.9166666666666666,0.9823788546255506
610,0.8627450980392157,0.9812734082397003
697,0.92,0.980327868852459
784,0.8653846153846154,0.9799426934097422
872,0.9056603773584906,0.9842931937172775
