x,test,training
87,0.8717948717948717,1.0
174,0.8787878787878788,0.9950738916256158
261,0.9016393442622952,0.9773462783171522
348,0.944,0.9846938775510204
436,0.9333333333333333,0.9815950920245399
523,0.9344262295081968,0.9881956155143339
610,0.9075630252100839,0.9883720930232558
697,0.95,0.983397190293742
784,0.9152542372881356,0.9885583524027459
872,0.9572649572649572,0.9856850715746422
