x,test,training
87,0.9787234042553191,0.9863013698630138
174,0.9213483146067416,0.9104477611940298
261,0.945054945054945,0.9207920792079208
348,0.9090909090909091,0.9110320284697508
436,0.896551724137931,0.8933717579250721
523,0.896551724137931,0.8784119106699751
610,0.896551724137931,0.8752642706131079
697,0.945054945054945,0.8904847396768403
784,0.9333333333333333,0.8934817170111288
872,0.9213483146067416,0.8818443804034583
