x,test,training
87,0.9682539682539683,0.9803921568627451
174,0.8970588235294118,0.8938053097345132
261,0.9242424242424242,0.9047619047619048
348,0.8840579710144928,0.8863636363636364
436,0.8714285714285714,0.8683274021352313
523,0.8714285714285714,0.8583815028901735
610,0.8714285714285714,0.8557213930348259
697,0.9242424242424242,0.8699551569506726
784,0.9104477611940298,0.872
872,0.8970588235294118,0.8612099644128114
