x,test,training
87,0.9583333333333334,0.972972972972973
174,0.8541666666666666,0.8356164383561644
261,0.8958333333333334,0.8532110091743119
348,0.8333333333333334,0.8366013071895425
436,0.8125,0.8072916666666666
523,0.8125,0.7831858407079646
610,0.8125,0.7811320754716982
697,0.8958333333333334,0.8104575163398693
784,0.875,0.8144927536231884
872,0.8541666666666666,0.796875
