x,test,training
87,0.9838709677419354,0.99009900990099
174,0.9457364341085273,0.9439252336448598
261,0.9606299212598425,0.9500000000000001
348,0.9384615384615386,0.9397590361445783
436,0.9312977099236641,0.9295238095238095
523,0.9312977099236641,0.9237947122861586
610,0.9312977099236641,0.9210174029451138
697,0.9606299212598425,0.9271206690561529
784,0.953125,0.9286474973375932
872,0.9457364341085273,0.9219047619047619
