x,test,training
87,1.0,1.0
174,1.0,1.0
261,1.0,1.0
348,1.0,1.0
436,1.0,1.0
523,1.0,1.0
610,1.0,0.9971014492753624
697,1.0,0.9923273657289002
784,1.0,0.9931662870159453
872,1.0,0.9918032786885246
