x,test,training
87,0.981651376146789,0.9885057471264368
174,0.9357798165137615,0.9310344827586207
261,0.9541284403669725,0.9386973180076629
348,0.926605504587156,0.9281609195402298
436,0.9174311926605505,0.9151376146788991
523,0.9174311926605505,0.9063097514340345
610,0.9174311926605505,0.9032786885245901
697,0.9541284403669725,0.9124820659971306
784,0.944954128440367,0.9145408163265306
872,0.9357798165137615,0.9059633027522935
