x,test,training
87,0.828125,0.8490566037735849
174,0.85,0.9368421052631579
261,0.8656716417910447,0.9285714285714286
348,0.9298245614035088,0.9384615384615385
436,0.9830508474576272,0.9469387755102041
523,0.9682539682539683,0.959866220735786
610,0.9666666666666667,0.9649122807017544
697,0.9827586206896551,0.9640102827763496
784,1.0,0.9599109131403119
872,1.0,0.9753086419753086
