x,test,training
87,0.8688524590163934,0.9
174,0.8360655737704918,0.8811881188118812
261,0.9508196721311475,0.9407894736842105
348,0.8688524590163934,0.9384615384615385
436,0.9508196721311475,0.9508196721311475
523,1.0,0.9663299663299664
610,0.9508196721311475,0.9565217391304348
697,0.9344262295081968,0.959079283887468
784,0.9672131147540983,0.9817767653758542
872,0.9836065573770492,0.9713114754098361
