x,test,training
87,0.8480000000000001,0.8737864077669903
174,0.8429752066115703,0.9081632653061223
261,0.9062499999999999,0.934640522875817
348,0.8983050847457625,0.9384615384615385
436,0.9666666666666667,0.9488752556237218
523,0.9838709677419354,0.9630872483221478
610,0.9586776859504132,0.9606986899563318
697,0.9579831932773109,0.9615384615384615
784,0.9833333333333333,0.9707207207207208
872,0.9917355371900827,0.973305954825462
