x,test,training
87,0.7956989247311829,0.8169014084507041
174,0.8041237113402061,0.881578947368421
261,0.8666666666666666,0.9074074074074073
348,0.8799999999999999,0.9215686274509803
436,0.9591836734693877,0.9347258485639687
523,0.9787234042553191,0.9511111111111111
610,0.9484536082474228,0.949343339587242
697,0.9494949494949494,0.9511400651465798
784,0.9795918367346939,0.9617647058823529
872,0.9896907216494846,0.9662337662337663
